X,Y,A
88.80528259277344,9.307320594787598,0.043796010858765846
88.7506332397461,10.554338455200195,0.1124108627386238
88.58390045166016,12.031330108642578,0.0718094000667896
88.47444152832031,13.553007125854492,0.07218783925172453
88.36682891845703,15.041147232055664,-0.02877289363397029
88.42005920410156,16.89065170288086,-0.14236325039468342
88.63530731201172,18.39238739013672,-0.13537802330403448
88.85829162597656,20.029436111450195,-0.06448062884089878
89.05644226074219,23.098201751708984,-0.1413429250616697
89.40973663330078,25.58108901977539,-0.1523299061854395
89.6445083618164,27.110355377197266,-0.28289282755375755
90.20890808105469,29.05194854736328,-0.2259136397162816
90.60919189453125,30.793546676635742,-0.19836643360758136
90.86817932128906,32.08197784423828,-0.35774809827547005
91.71427154541016,34.34526062011719,-0.33740984314263556
92.58800506591797,36.83576965332031,-0.40795898263736463
93.4169921875,38.75380325317383,-0.4371290285371058
